"filename","nome","titolo","anno","chunk","DIL"
"Messina_Maria-La_casa_nel_vicolo-1921","Messina Maria","La casa nel vicolo","1921","﻿Maria Messina La casa nel vicolo Nicolina cuciva sul balcone, affrettandosi a dar gli ultimi punti nella smorta luce del crepuscolo. La vista che offriva l'alto balcone era chiusa, quasi soffocata, fra il vicoletto, che a quell'ora pareva fondo e cupo come un pozzo vuoto, e la gran distesa di tetti rossicci e borraccini su cui gravava un cielo basso e scolorato.","NO"
"Messina_Maria-La_casa_nel_vicolo-1921","Messina Maria","La casa nel vicolo","1921","Nicolina cuciva in fretta, senza alzare gli occhi: sentiva, come se la respirasse con l'aria, la monotonia del limitato paesaggio. Senza volerlo, indugiava a pensare alla casa di Sant'Agata; rivedeva il balconcino di ferro arrugginito, spalancato sui campi, davanti al cielo libero che pareva mescolare le sue nubi col mare, lontano lontano. Era quella, per Nicolina, l'ora più riposata, benché la più malinconica, della giornata.","NO"
"Messina_Maria-La_casa_nel_vicolo-1921","Messina Maria","La casa nel vicolo","1921","Tutte le faccende erano sbrigate. Nella casa, come nell'aria, come dentro l'anima, si faceva una sosta, un accorato silenzio. Allora pareva che i pensieri, i rimpianti, le speranze, si facessero innanzi circonfusi della stessa luce incerta che rischiarava il cielo.","NO"
"Messina_Maria-La_casa_nel_vicolo-1921","Messina Maria","La casa nel vicolo","1921","E nessuno interrompeva i vaghi, incompiuti soliloqui. Antonietta era in camera, presso il lettino di Alessio che da sei giorni aveva la febbre. Il cognato, al solito, restava seduto presso la tavola, che Nicolina aveva sparecchiata.","NO"
"Messina_Maria-La_casa_nel_vicolo-1921","Messina Maria","La casa nel vicolo","1921","Nella stanza mezzo buia si scorgeva, simile a un piccolo punto rosso, il fuoco della lunga pipa. Dopo aver cenato, e cenavano mentre era ancora giorno per non andare a letto col cibo sullo stomaco, egli fumava per un'ora giusta (il pendolo oscillava nel mezzo della parete), tenendo gli occhi socchiusi, placidamente. Annottava, e l'ultima luce era fuggita; Nicolina ripose il lavoro nel cestino, alzandosi un po' a malincuore.","NO"
"Messina_Maria-La_casa_nel_vicolo-1921","Messina Maria","La casa nel vicolo","1921","Doveva preparare il bicchiere d'acqua che il cognato sorseggiava lentamente, due ore dopo aver cenato. Antonietta, che aveva la testa al malatino, non se ne sarebbe occupata. Strizzò poco meno di mezzo limone nell'acqua, badando che col succo non cadesse qualche seme; aggiunse tanto vino quanto bastava a tinger l'acqua; vi sciolse un cucchiaino scarso di zucchero; agitò, rimestò, lasciò riposare.","NO"
"Messina_Maria-La_casa_nel_vicolo-1921","Messina Maria","La casa nel vicolo","1921","Poi guardò il bicchiere contro il lume, per accertarsi che la bibita fosse perfettamente limpida, come sapeva prepararla Antonietta. E finalmente portò il bicchiere, su un piatto, cautamente. Tornò a riaffacciarsi.","NO"
"Messina_Maria-La_casa_nel_vicolo-1921","Messina Maria","La casa nel vicolo","1921","Ma il cognato chiamò subito. — Vuoi ammalarti anche tu? C'è umido, fuori.","NO"
"Messina_Maria-La_casa_nel_vicolo-1921","Messina Maria","La casa nel vicolo","1921","Nicolina avrebbe voluto spiegare che l'aria le pareva insolitamente tiepida. Ma rientrò senza replicare. — Chiudi.","NO"
"Messina_Maria-La_casa_nel_vicolo-1921","Messina Maria","La casa nel vicolo","1921","Socchiuse il balcone, sospirando. — Chiudi bene. Chiuse anche gli scuri, senza fare rumore.","NO"
"Messina_Maria-La_casa_nel_vicolo-1921","Messina Maria","La casa nel vicolo","1921","Si ricordava di suo padre che non voleva serrassero le finestre; diceva: «Il viandante stanco, che entra di notte in paese si solleva se vede un po' di luce nelle case...». Sedette presso la tavola e riprese a lavorare, cercando di non dar noia al cognato con la mano, nel tirar la gugliata. Carmelina, trascinati i balocchi presso la zia, cominciò a cullare una pupattolina fatta con due cenci e un fil di spago, canticchiando: «Dormi... Dormi...».","NO"
"Messina_Maria-La_casa_nel_vicolo-1921","Messina Maria","La casa nel vicolo","1921","Ma si interruppe subito, e tacque, guardando il padre un po' spaurita. Poi venne Antonietta, pallida e preoccupata, e sedette anche lei. — Hai fatto bene, – disse all'orecchio della sorella –, a pensare per la limonata.","NO"
"Messina_Maria-La_casa_nel_vicolo-1921","Messina Maria","La casa nel vicolo","1921","— Tu non venivi... — C'eri tu. Stavo tranquilla. Sempre sotto voce aggiunse, accarezzando la bambina: — È ora che vada a letto, non ti pare?","NO"
"Messina_Maria-La_casa_nel_vicolo-1921","Messina Maria","La casa nel vicolo","1921","Io debbo tornare di là. — Finisco la cucitura e vado subito. Tacquero.","NO"
"Messina_Maria-La_casa_nel_vicolo-1921","Messina Maria","La casa nel vicolo","1921","Di solito stavano sempre zitte mentre lavoravano e don Lucio era in casa, per non dargli noia. Antonietta, che mostrava una penosa inquietudine in tutta la persona, ruppe due volte il pesante silenzio con due sospiri profondi. Tutte e due le volte Nicolina levò gli occhi dal lavoro e la guardò con espressione angustiata.","NO"
"Messina_Maria-La_casa_nel_vicolo-1921","Messina Maria","La casa nel vicolo","1921","Don Lucio assaporava la sua fumata con sodisfazione quasi voluttuosa. Tenendo gli occhi socchiusi, seguiva ogni piccolo movimento delle due sorelle. L'una e l'altra avevano nell'espressione, nella maniera di muoversi, di guardare, lo stesso impaccio, la stessa goffaggine che nascevano dal continuo misterioso timore di recargli fastidio.","NO"
"Messina_Maria-La_casa_nel_vicolo-1921","Messina Maria","La casa nel vicolo","1921","Egli provava una compiacenza sempre nuova ogni qual volta si avvedeva come fosse profonda la soggezione che ispirava alle due donne, specie a Nicolina che, sul principio, aveva mostrato di avere una vivacità quasi irruente e sgradevole. Nicolina si alzò, e Carmelina la seguì dopo aver baciato in fretta la mano dura e fredda che il padre allungava ogni sera, senza smettere di fumare. — Prendi le mie carte e gli occhiali.","NO"
"Messina_Maria-La_casa_nel_vicolo-1921","Messina Maria","La casa nel vicolo","1921","Antonietta portò sulla tavola la cartella gonfia di registri, e la cassetta con le penne e il calamaio, che stavano disposte in bell'ordine su una piccola scansia presso il balcone. Don Lucio guardava compiaciuto la moglie che andò e tornò due volte. Ammirando le molli movenze dei fianchi forti e pieni della sua donna, era contento di se stesso, così come era contento ogni volta che si soffermava a contemplare i mobili costosi de' quali aveva abbellito la casa.","NO"
"Messina_Maria-La_casa_nel_vicolo-1921","Messina Maria","La casa nel vicolo","1921","Nicolina, tornando, disse: — Sono stata a vedere Alessio. Si lagna nel sonno. Antonietta guardò supplichevolmente il marito.","NO"
"Messina_Maria-La_casa_nel_vicolo-1921","Messina Maria","La casa nel vicolo","1921","Andò e tornò subito in punta di piedi. — Lucio! – chiamò timidamente, restando sull'uscio, con la voce piena di lacrime.","NO"
"Messina_Maria-La_casa_nel_vicolo-1921","Messina Maria","La casa nel vicolo","1921","– Credo che stia peggio! Egli finse di adirarsi: — Ci avete gusto a tormentarmi? – gridò.","NO"
"Messina_Maria-La_casa_nel_vicolo-1921","Messina Maria","La casa nel vicolo","1921","– Ad avvelenarmi i pochi minuti di riposo, dopo una giornata di fatica? Antonietta tornò in camera, umiliata e dolente. Non le credeva mai, quando gli comunicava le sue paure!","YES"
