"filename","nome","titolo","anno","chunk","DIL"
"Torelli_Achille-Ingegno_e_fortuna-1857","Torelli Achille","Ingegno e fortuna","1857","CAPITOLO PRIMO Due Artisti. Su di una via posta in mezzo alla campagna, che conduce da Boulogne a Parigi, fiancheggiata da fossi ripieni d'acqua, e da alberi di ogni natura, camminava, verso la metà di un giorno di estate dell'anno 1621, un giovine sui 20 anni cavalcando un somaro secco e sparuto. Pendevagli dalle spalle un cassettino, ed i suoi abiti erano coperti di tanta polvere, da non potersene discernere il colore.","NO"
"Torelli_Achille-Ingegno_e_fortuna-1857","Torelli Achille","Ingegno e fortuna","1857","I suoi capelli per la stessa cagione sembravano grigi; e portava al fianco una spada, sul cui pomo irruginito teneva la mano in aria di bravura. Dopo parecchie ore di cammino ad un passo non molto celere, perchè il povero somaro era stanco certamente dal lungo viaggio, voltando per un viottolo dove la strada era stretta ed ingombra di pietre, il nostro giovine, che andava cantando con le gambe penzoloni, non badò ad un altro che camminavagli innanzi; e, come il passaggio vieppiù si faceva stretto e disuguale, lo urtò nel fianco così sconciamente che il fece traballare in modo che poco mancò non cadesse. Siete forse cieco, signore?","NO"
"Torelli_Achille-Ingegno_e_fortuna-1857","Torelli Achille","Ingegno e fortuna","1857","disse colui poi che ebbe riacquistato l'equilibrio; è una maniera affatto nuova la vostra di urtare cosi la gente che va per i suoi fatti. - Scusatemi, rispose il giovine, stava distratto; e poi, guardate, incomincia a farsi sera, e la strada è così stretta... -Allora si usa la gentilezza di dir: guarda! Io vado sulla via che mena a Parigi, e voi sembrami che facciate lo stesso; fatemi il piacere dunque di passare avanti, chè non vorrei, per una novella vostra distrazione, mi gittaste per terra, come avevate l'intenzione di far poco prima.","NO"
"Torelli_Achille-Ingegno_e_fortuna-1857","Torelli Achille","Ingegno e fortuna","1857","Siete in errore; non ho avuta mai questa intenzione, e se volete che io passi avanti, tiratevi da lato, poichè il mio asino potrebbe cadere in questo fosso... Buona sera. E il giovane, che non credeva di uscirsene a si buon mercato, diè un colpo all'asino per farlo muovere più presto; ma il povero animale, piegò le gambe, nè fu possibile che mutasse il suo solito passo. Entrò in Parigi verso un'ora di notte, e si fermò alla prima osteria che gli venne innanzi; discese dalla sua cavalcatura, e domandò al garzone che stava sulla soglia della casa a darsi buon tempo, se quivi si desse alloggio la notte.","NO"
"Torelli_Achille-Ingegno_e_fortuna-1857","Torelli Achille","Ingegno e fortuna","1857","- No signore, risposegli quel monello da' 15 a' 16 anni; qui si pranza solamente; e se volete trovare dove alloggiare questa notte bisogna andare altrove. - Ed il mio somaro, domandò il giovine, dove lo lascio? - Vossignoria potrà lasciarlo per ora sotto quella tettoja, se vuol pranzar qui, altrimenti faccia il suo comodo.","NO"
"Torelli_Achille-Ingegno_e_fortuna-1857","Torelli Achille","Ingegno e fortuna","1857","E mentre che il giovine badava a dar ricetto al suo somaro, arrivò quell'altro da lui urtato poco prima nella via, il quale, senza perder tempo apri la porta della bettola, ed andò a sedersi sopra uno sgabello aspettando che l'ostessa venisse a servirlo. La bettola era formata di due spaziose sale sostenute da due archi, e nel fondo era più stretta che nell'ingresso. Vicino alla porta che faceva capo alla cucina stavano un gran seggiolone ed un tavolo coperto di piatti e bottiglie.","NO"
"Torelli_Achille-Ingegno_e_fortuna-1857","Torelli Achille","Ingegno e fortuna","1857","Pochi erano gli ospiti della taverna quando il nostro giovine vi pose piede. Un fra essi sui 40 anni circa era ubbriaco fradicio, e mormorava di sovente: Giacomo non viene. Il nuovo venuto che abbiam visto cosi sconciamente urtato da quello che sta ora a provveder d' alloggio il suo somaro, cercò un pasto molto modesto; e dopo averlo prestamente trangugiato, pagato il suo scotto, si diresse verso la porta per andar via.","NO"
"Torelli_Achille-Ingegno_e_fortuna-1857","Torelli Achille","Ingegno e fortuna","1857","Ma questa si spalancò ad un tratto, ed egli ne ebbe tale una spinta che traballo indietro due passi. - Malcreato, mormorò il nostro giovine! e vedendo che era il cavalcatore del somaro, gli fissò uno sguardo irato, soggiugnendo: - Ancora costui!","NO"
"Torelli_Achille-Ingegno_e_fortuna-1857","Torelli Achille","Ingegno e fortuna","1857","Ma questi non si curò neppure di chiedergli scusa, ed accelerato il passo ando a sedersi alla medesima panca che era stata occupata da colui poco prima. Uscito che fu dalla bettola, il nostro giovine si fermò al quanto non sapendo dove dirigersi; infine s'incammino per la strada opposta a quella per cui era arrivato, pensando di domandare al primo che gli venisse di fronte dove fosse un albergo. Non fece che pochi passi e scorse un uomo che andava barcollando, e di quando in quando avvicinandosi al muro, vi si appoggiava.","NO"
"Torelli_Achille-Ingegno_e_fortuna-1857","Torelli Achille","Ingegno e fortuna","1857","Gli si fece incontro e gli domandò cortesemente: -Vorreste farmi grazia, signor mio, di dirmi dove posso trovare un albergo? L'uomo si fermò immantinente. - Forse sei tu Pietro?","NO"
