"filename","nome","titolo","anno","chunk","DIL"
"Piccioni_Augusto-Saltapicchio_e_Lumachino-1918","Piccioni Augusto","Saltapicchio e Lumachino","1918","﻿ PROLOGO Il naso del signor sindaco Di fuori un rasoio immenso di legno inargentato, che alla luce sanguigna del tramonto prendeva un aspetto truce e terribile, come d’una luccicante mannaia sospesa sul capo dei clienti che si fossero arrischiati ad entrare in bottega; dentro, una grande specchiera, un lume a petrolio molto fumante, ma in compenso anche molto puzzolente, un seggiolone girevole ed una vetrina piena d’unguenti, di cerette, di saponi profumati. Era il Salon pour toilette di Ferdinando Bellachioma.","NO"
"Piccioni_Augusto-Saltapicchio_e_Lumachino-1918","Piccioni Augusto","Saltapicchio e Lumachino","1918","Oh quel toilette! Era stato causa, per più d’un mese, di litigio tra il sindaco e il farmacista. Il primo diceva che si doveva pronunciare tualet, il secondo toilet.","NO"
"Piccioni_Augusto-Saltapicchio_e_Lumachino-1918","Piccioni Augusto","Saltapicchio e Lumachino","1918","Se non ci fosse entrato di mezzo Nando sarebbe andata a finir male: il sagace figaro sentenziò che si doveva dire teletta e tutto finì lì. Tanto valeva allora scriverlo in italiano! Oh no!","YES"
"Piccioni_Augusto-Saltapicchio_e_Lumachino-1918","Piccioni Augusto","Saltapicchio e Lumachino","1918","Giammai; era più aristocratico! Ma le pare! In quella serata caldissima d’estate il Sindaco, signor Polibio, volle farsi radere la barba.","YES"
"Piccioni_Augusto-Saltapicchio_e_Lumachino-1918","Piccioni Augusto","Saltapicchio e Lumachino","1918","Per «dinci bacco!», il giorno dopo c’era una festa nuziale a Sassofortino, ed essendovi degli invitati bisognava andarci con tutte le regole della buona creanza. Con i baffi che spuntavano come setole di cignale prendere parte al geniale banchetto sarebbe stata una villania... per «dinci, dinci baccone!». E mentre il signor Polibio, sdraiato sulla poltrona, col suo bravo asciugamano di bucato stretto intorno al collo, con la mente andava accarezzando il divertimento del giorno dopo, il bel pranzo che darebbe il padre della sposa a tutti i convenuti e gli onori particolarissimi che toccherebbero al sindaco, Saltapicchio, il giovane di bottega, andava lievemente radendo la faccia rubiconda del magistrato.","YES"
"Piccioni_Augusto-Saltapicchio_e_Lumachino-1918","Piccioni Augusto","Saltapicchio e Lumachino","1918","Che tipo quel ragazzo! Un discolo che non aveva membro che tenesse fermo, una lingua senza freno, lunga mezza spanna. Era stato lui che l’anno innanzi, il primo giorno che aveva fatto l’ingresso trionfale nella bottega di Nando, aveva detto al sindaco con una faccia tosta da levare gli schiaffi di mano: ‒ Signor Polibio, smetta questo naso.","YES"
"Piccioni_Augusto-Saltapicchio_e_Lumachino-1918","Piccioni Augusto","Saltapicchio e Lumachino","1918","È finito carnevale ed è in buonissimo stato. Lo serbi per quest’altr’anno! Sul principio il barbiere aveva rischiato di perdere i clienti, ma poi, pian pianino, tutti s’erano abituati alle facezie ed alle birichinate del monello e ci ridevan su; magari anche se Saltapicchio in quei momenti prendeva occasione per far terminare la risata turando loro la bocca con una pennellata di sapone.","YES"
"Piccioni_Augusto-Saltapicchio_e_Lumachino-1918","Piccioni Augusto","Saltapicchio e Lumachino","1918","Mentre dunque Saltapicchio andava radendo le guancie rosate del sindaco, un’ombra apparve sulla vetrina e due colpetti furono bussati, con le nocche, sui vetri. Era Lumachino, l’amico indivisibile del piccolo barbiere; un gingillino come lui, secco ed asciutto come uno stecchino da denti, con due grandi occhi fondi ed azzurri come il cielo che, la notte, gli serviva da tetto. Giacchè quel benedetto figliuolo era stato impossibile avvezzarlo alla vita casalinga.","NO"
"Piccioni_Augusto-Saltapicchio_e_Lumachino-1918","Piccioni Augusto","Saltapicchio e Lumachino","1918","Era uso alla vita libera. Capitato un bel giorno in paese con un sacco di stracci, che chiamava i suoi indumenti, si era invaghito del luogo ed aveva piantato le tende. Come viveva?","YES"
"Piccioni_Augusto-Saltapicchio_e_Lumachino-1918","Piccioni Augusto","Saltapicchio e Lumachino","1918","Ma! Girava di cascinale in cascinale, aiutava i contadini nei faticosi lavori. Cantava per le osterie, eseguiva giochi ginnastici, faceva insomma un po’ di tutto.","NO"
"Piccioni_Augusto-Saltapicchio_e_Lumachino-1918","Piccioni Augusto","Saltapicchio e Lumachino","1918","Lo si vedeva mangiare all’ombra d’un carro o d’un albero la sua fetta di pane, tranquillo e felice: poi la notte spariva. Andava a dormire all’aria aperta, diceva lui. E così doveva essere infatti, perchè nessuno si ricordava d’averlo ricoverato in casa.","YES"
"Piccioni_Augusto-Saltapicchio_e_Lumachino-1918","Piccioni Augusto","Saltapicchio e Lumachino","1918","Intanto Lumachino, vedendo che l’amico non se la dava per intesa, bussò nuovamente ai vetri. Questa volta Saltapicchio si voltò, e strizzando l’occhio gli fece una mossa che su per giù voleva significare: «Aspetta dunque; non vedi che ho sotto le mani questo ippopotamo?». Ma l’altro parve non essere convinto, e, ribussando nuovamente, mostrò agli occhi del compagno, come una mezza luna fiammeggiante, una bella fetta di cocomero.","YES"
"Piccioni_Augusto-Saltapicchio_e_Lumachino-1918","Piccioni Augusto","Saltapicchio e Lumachino","1918","L’aveva mandata a comperare Saltapicchio col soldo che poche ore prima aveva ricevuto di mancia dal curato, e aveano deciso di mangiarla facendo a metà. Il minuscolo barbitonsore a quella vista si sentì commosso ed il rasoio tremò. Tac... ‒ Per dinci bacco, sta attento.","YES"
"Piccioni_Augusto-Saltapicchio_e_Lumachino-1918","Piccioni Augusto","Saltapicchio e Lumachino","1918","‒ Niente niente, signor Polibio ‒ e per coprire la faccenda immerse mezzo pennello nella bocca del sindaco. ‒ Auff... auff... ‒ E domani così, illustrissimo signor Polibio, sarà in gran festa. Bravo, bravo!","NO"
"Piccioni_Augusto-Saltapicchio_e_Lumachino-1918","Piccioni Augusto","Saltapicchio e Lumachino","1918","‒ seguitava imperturbabile il monello. Veduto poi che dal di fuori Lumachino gli faceva cenno di mangiare la fetta di cocomero, Saltapicchio alzò il rasoio in aria e trinciò un terribile colpo. ‒ Metà ‒ gridò, e poco ci mancò che non tagliasse davvero a metà la faccia del paziente.","NO"
"Piccioni_Augusto-Saltapicchio_e_Lumachino-1918","Piccioni Augusto","Saltapicchio e Lumachino","1918","‒ Misericordia! ‒ esclamò questi impaurito. ‒ Bella festa, signore.","NO"
"Piccioni_Augusto-Saltapicchio_e_Lumachino-1918","Piccioni Augusto","Saltapicchio e Lumachino","1918","Vi sarà anche sparo di mortaletti come alle sagre. Oh come mi piace: Bum, bum, bum!.. ‒ Ohi!","YES"
"Piccioni_Augusto-Saltapicchio_e_Lumachino-1918","Piccioni Augusto","Saltapicchio e Lumachino","1918","‒ Bum... bum... bum! ‒ badava a gridare Saltapicchio tenendo d’occhio il compagno che lentamente mangiava il cocomero. Quando vide che la fetta s’era man mano assottigliata e ch’era meno che mezza: ‒ Basta!","NO"
"Piccioni_Augusto-Saltapicchio_e_Lumachino-1918","Piccioni Augusto","Saltapicchio e Lumachino","1918","‒ ruggì. ‒ Ma che basta, se ancora mi devi radere i baffi. ‒ Vero... verissimo ‒ masticò il ragazzo, sgranando certi occhi da impaurire verso quel birbante di Lumachino, che ridendogli sul muso seguitava ad ingoiare tranquillamente il resto del cocomero.","NO"
"Piccioni_Augusto-Saltapicchio_e_Lumachino-1918","Piccioni Augusto","Saltapicchio e Lumachino","1918","A quell’insulto a Saltapicchio s’intorbidò la vista. Mentre con una mano teneva la punta del naso del Sindaco e con l’altra radeva il labbro superiore, ebbe un istante d’abbattimento e sollevando le braccia al cielo: ‒ È finita! ‒ esclamò.","NO"
"Piccioni_Augusto-Saltapicchio_e_Lumachino-1918","Piccioni Augusto","Saltapicchio e Lumachino","1918","‒ È finita davvero ‒ urlò il povero sindaco con mezzo naso di meno. Alzatosi furibondo si slanciò contro il carnefice. Ma sì... piglialo!","YES"
"Piccioni_Augusto-Saltapicchio_e_Lumachino-1918","Piccioni Augusto","Saltapicchio e Lumachino","1918","Saltapicchio avea preso vantaggio, e, spalancata la porta, era sparito in fondo alla stradicciola. ‒ Pigliàtelo, pigliàtelo, ‒ urlava l’infelice filando sangue dal naso come una fonte perenne. S’aprirono porte, si sbatacchiarono finestre e in un momento la strada formicolò di gente.","NO"
"Piccioni_Augusto-Saltapicchio_e_Lumachino-1918","Piccioni Augusto","Saltapicchio e Lumachino","1918","Saltapicchio si vide allora perduto. Aveva già il fiato grosso e capiva che non doveva tardare molto ad essere agguantato. In quella una porticina socchiusa gli si para innanzi: entra a tentoni, trova una corda e senza star lì a pensare si arrampica.","YES"
"Piccioni_Augusto-Saltapicchio_e_Lumachino-1918","Piccioni Augusto","Saltapicchio e Lumachino","1918","‒ Don!... don! Gl’inseguitori si fermano come d’incanto, meravigliati, si guardano e tornano indietro gridando: ‒ Al fuoco!","NO"
"Piccioni_Augusto-Saltapicchio_e_Lumachino-1918","Piccioni Augusto","Saltapicchio e Lumachino","1918","al fuoco! ; mano alle secchie. In quel medesimo istante il povero ragazzo, che aveva scambiato la corda delle campane per una corda qualunque, stanco e sfinito perveniva in cima alla prima finestra del campanile e mandava un sospiro grosso grosso di soddisfazione.","NO"
"Piccioni_Augusto-Saltapicchio_e_Lumachino-1918","Piccioni Augusto","Saltapicchio e Lumachino","1918","Era salvo! Dall’alto la campana mandava un brontolìo sonoro: pareva anch’essa gioire insieme al fanciullo. Partenza per ignota destinazione Di lassù Saltapicchio vedeva, negli ultimi bagliori del giorno, nelle soavissime tinte viola del crepuscolo, una miriade di tetti, di comignoli.","YES"
"Piccioni_Augusto-Saltapicchio_e_Lumachino-1918","Piccioni Augusto","Saltapicchio e Lumachino","1918","Il paese prendeva un aspetto nuovo e fantastico. Guardò lungamente quell’ampia distesa di tegoli cercando d’indovinare le case note, lanciò un’occhiata nello spazio bianco della piazzetta dove un brulichìo di ombre s’agitava cercando il fuoco immaginario, poi, comprendendo che non doveva neppure per sogno pensare a scendere: ‒ Avanti ‒ disse ‒ coraggio. Cerchiamo un cantuccio per dormire.","YES"
"Piccioni_Augusto-Saltapicchio_e_Lumachino-1918","Piccioni Augusto","Saltapicchio e Lumachino","1918","Dette un ultima occhiata al paese, un’altra al cielo limpidissimo, dove chiara e lucente già palpitava la prima stella; scrutò il profondo abisso del campanile che gli s’apriva ai piedi, guardò in alto la campana e mandò un profondo sospiro. Dove sarebbe andato? ‒ Acciderba!","YES"
"Piccioni_Augusto-Saltapicchio_e_Lumachino-1918","Piccioni Augusto","Saltapicchio e Lumachino","1918","Bisogna riattaccarsi alla corda e scendere. Non voglio mica dormire quassù all’aria aperta in compagnia delle civette. Risoneremo al fuoco!","YES"
