"filename","nome","titolo","anno","chunk","DIL"
"Macina_Gervasio_Luisa-Nel_cerchio_magico-1923","Macina Gervasio Luisa","Nel cerchio magico","1923","﻿Re Lupone C’era una volta un re... il quale era un lupo. Non meravigliatevi; son cose che accadevano tanti anni fa! Questo lupo era la desolazione dei regni vicini, perchè ogni tanto egli faceva rapire una giovinetta, e i parenti non ne avevano più notizia.","NO"
"Macina_Gervasio_Luisa-Nel_cerchio_magico-1923","Macina Gervasio Luisa","Nel cerchio magico","1923","Certo il feroce lupo se la divorava lassù, nella sua reggia inaccessibile, erta sulla montagna. I popoli così tiranneggiati avevano ben tentato di far guerra al re Lupone e al suo esercito di lupi, ma inutile. Questi erano sempre i più forti, e le guerre finivano con la strage dei poveri soldati.","YES"
"Macina_Gervasio_Luisa-Nel_cerchio_magico-1923","Macina Gervasio Luisa","Nel cerchio magico","1923","Allora il re del paese vicino mandò una ambasceria al re Lupone, perchè questi facesse alleanza con lui, e non rapisse più le fanciulle del suo regno. Disse re Lupone: — Io farò alleanza, se il re mi darà la sua figliuola in isposa. — Quando gli ambasciatori tornarono con questa risposta, il re disse: — Mai e poi mai io darò mia figlia ad un lupo.","NO"
"Macina_Gervasio_Luisa-Nel_cerchio_magico-1923","Macina Gervasio Luisa","Nel cerchio magico","1923","— Ma la figlia del re che era presente (ella si chiamava Occhio-di-stella) disse invece: — Io accetto di sposare il re Lupone, purchè egli non tormenti più il nostro popolo. E nessuna preghiera di suo padre non potè smuoverla; Occhio-di-stella volle sposare quel mostro, perchè diceva: Meglio è che sia sacrificata una sola, che non tante. Quando Occhio-di-stella se ne andò vestita da sposa, sopra un bel cavallo bianco, e accompagnata da cavalieri e donzelle riccamente vestiti, tutti i sudditi di suo padre piangevano, perchè avevano timore per lei.","NO"
"Macina_Gervasio_Luisa-Nel_cerchio_magico-1923","Macina Gervasio Luisa","Nel cerchio magico","1923","Andar proprio così in bocca al lupo! povera Occhio-di-stella! Ma ella non piangeva.","YES"
"Macina_Gervasio_Luisa-Nel_cerchio_magico-1923","Macina Gervasio Luisa","Nel cerchio magico","1923","A piedi della montagna, dove era il regno del lupo, ella abbracciò suo padre e sua madre e le sue damigelle, che singhiozzavano forte, e si avviò sola su per l’erto sentiero. Il re Lupone così aveva comandato. Che paese selvaggio!","YES"
"Macina_Gervasio_Luisa-Nel_cerchio_magico-1923","Macina Gervasio Luisa","Nel cerchio magico","1923","Alla povera Occhio-di-stella coninciò a stringersi il cuore. Non c’erano case, ma qua e là lungo la strada, tane, dalle quali facevano capolino teste di animali feroci. Ella vedeva gli occhi dei lupi scintillare, e le lingue rosse come fiamme penzolare tra i formidabili denti....","NO"
"Macina_Gervasio_Luisa-Nel_cerchio_magico-1923","Macina Gervasio Luisa","Nel cerchio magico","1923","Ma nessuna bestia si moveva. Certo re Lupone aveva ordinato così. A metà strada le venne incontro lo sposo, scodinzolando, seguito da dodici lupicini bianchi.","YES"
"Macina_Gervasio_Luisa-Nel_cerchio_magico-1923","Macina Gervasio Luisa","Nel cerchio magico","1923","Re Lupone era brutto e terribile, ve lo assicuro io! Era grosso più di ogni altro lupo, e tutto nero, con occhi di fuoco, che si fissavano sulla principessa, come se avesse voluto divorarla. Le tremò il cuore, ma non volle mostrare paura, e guardò nel muso della bestia coi suoi dolci occhi sereni.","NO"
"Macina_Gervasio_Luisa-Nel_cerchio_magico-1923","Macina Gervasio Luisa","Nel cerchio magico","1923","Ed ecco che il lupo abbassò lo sguardo, mise un profondo sospiro e camminò vicino alla sposa con la coda fra le gambe! Nel castello di re Lupone la principessa fu accolta con grande festa. La sera vi fu illuminazione nel bosco: tutti i lupi accesero i loro occhi di fiamma, e vi assicuro che quei lumi, tra lo scuro delle frondi, facevano un bellissimo vedere!","NO"
